Fips,Target
55051,0
55019,0
55021,0
55109,1
55129,0
55083,0
55069,0
55005,0
55135,0
55139,1
55113,0
55047,0
55099,0
55077,0
55075,0
55079,1
55078,0
55101,1
55033,0
55041,0
55043,0
55045,0
55107,0
55115,0
55117,1
55067,0
55087,1
55123,0
55011,0
55061,0
55063,1
55009,1
55035,1
55085,1
55095,0
55073,1
55121,0
55125,0
55133,1
55027,1
55127,1
55023,0
55071,1
55057,0
55111,1
55131,1
55013,0
55025,1
55029,0
55017,0
55031,0
55053,0
55039,1
55049,0
55097,1
55089,1
55091,0
55103,0
55119,0
55137,0
55007,0
55065,0
55081,1
55105,1
55001,0
55093,0
55141,1
55003,0
55015,0
55037,0
55055,1
55059,1
