Fips,Target
1001,1
1003,1
1005,1
1007,0
1009,1
1011,0
1013,1
1015,0
1017,1
1019,0
1021,1
1023,1
1025,0
1027,1
1029,0
1031,1
1033,0
1035,0
1037,0
1039,1
1041,1
1043,1
1045,1
1047,1
1049,0
1051,1
1053,1
1055,1
1057,1
1059,1
1061,0
1063,1
1065,1
1067,1
1069,1
1071,1
1073,0
1075,0
1077,0
1079,1
1081,1
1083,0
1085,1
1087,1
1089,1
1091,0
1093,0
1095,1
1097,1
1099,0
1101,1
1103,1
1105,1
1107,1
1109,1
1111,1
1113,1
1115,0
1117,1
1119,0
1121,1
1123,1
1125,0
1127,1
1129,1
1131,0
1133,0
4001,0
4003,1
4005,1
4007,1
4009,0
4011,1
4012,0
4013,1
4015,0
4017,0
4019,1
4021,1
4023,1
4025,0
4027,0
5001,1
5003,1
5005,1
5007,0
5009,1
5011,1
5013,0
5015,1
5017,1
5019,1
5021,1
5023,0
5025,0
5027,1
5029,0
5031,0
5033,1
5035,1
5037,1
5039,1
5041,1
5043,1
5045,0
5047,1
5049,1
5051,0
5053,1
5055,1
5057,0
5059,1
5061,1
5063,1
5065,1
5067,1
5069,0
5071,1
5073,1
5075,1
5077,1
5079,0
5081,0
5083,1
5085,1
5087,1
5089,0
5091,0
5093,1
5095,0
5097,1
5099,0
5101,1
5103,1
5105,1
5107,0
5109,1
5111,1
5113,1
5115,1
5117,0
5119,1
5121,1
5123,0
5125,1
5127,1
5129,1
5131,0
5133,1
5135,0
5137,1
5139,1
5141,1
5143,1
5145,1
5147,1
5149,1
6001,1
6003,1
6005,0
6007,0
6009,1
6011,1
6013,0
6015,1
6017,1
6019,1
6021,1
6023,1
6025,1
6027,1
6029,1
6031,0
6033,1
6035,1
6037,0
6039,1
6041,0
6043,1
6045,0
6047,1
6049,1
6051,1
6053,0
6055,1
6057,0
6059,1
6061,1
6063,1
6065,1
6067,1
6069,1
6071,1
6073,1
6075,1
6077,1
6079,1
6081,0
6083,1
6085,0
6087,1
6089,1
6091,0
6093,0
6095,0
6097,0
6099,1
6101,1
6103,1
6105,0
6107,1
6109,0
6111,1
6113,1
6115,1
8001,0
8003,1
8005,0
8007,1
8009,0
8011,1
8013,1
8014,1
8015,0
8017,0
8019,1
8021,0
8023,1
8025,0
8027,1
8029,1
8031,0
8033,0
8035,1
8037,1
8039,1
8041,1
8043,0
8045,1
8047,0
8049,1
8051,0
8053,0
8055,0
8057,1
8059,0
8061,1
8063,0
8065,1
8067,1
8069,1
8071,1
8073,0
8075,1
8077,1
8079,1
8081,0
8083,1
8085,0
8087,1
8089,1
8091,0
8093,1
8095,0
8097,0
8099,1
8101,0
8103,0
8105,0
8107,1
8109,0
8111,1
8113,0
8115,1
8117,1
8119,1
8121,1
8123,1
8125,0
9001,1
9003,1
9005,1
9007,1
9009,1
9011,0
9013,0
9015,1
10001,0
10003,1
10005,1
12001,1
12003,1
12005,0
12007,1
12009,1
12011,0
12013,0
12015,0
12017,0
12019,1
12021,1
12023,1
12027,0
12029,0
12031,1
12033,1
12035,1
12037,1
12039,0
12041,0
12043,1
12045,0
12047,1
12049,0
12051,0
12053,1
12055,1
12057,0
12059,1
12061,1
12063,1
12065,0
12067,1
12069,1
12071,1
12073,1
12075,1
12077,1
12079,1
12081,1
12083,0
12085,0
12086,1
12087,0
12089,1
12091,0
12093,0
12095,1
12097,1
12099,1
12101,1
12103,1
12105,1
12107,1
12109,0
12111,1
12113,0
12115,0
12117,1
12119,0
12121,0
12123,0
12125,1
12127,1
12129,1
12131,1
12133,1
13001,1
13003,0
13005,1
13009,1
13011,0
13013,1
13015,0
13017,0
13019,1
13021,0
13023,1
13025,0
13027,0
13029,1
13031,1
13033,1
13035,1
13037,0
13039,0
13043,0
13045,1
13047,1
13049,1
13051,1
13053,1
13055,1
13057,0
13059,0
13061,1
13063,1
13065,1
13067,0
13069,1
13071,0
13073,1
13075,1
13077,1
13079,1
13081,1
13083,1
13085,1
13087,0
13089,0
13091,1
13093,1
13095,0
13097,1
13099,1
13101,1
13103,1
13105,1
13107,0
13109,1
13111,1
13113,1
13115,1
13117,1
13119,1
13121,1
13123,0
13125,0
13127,1
13129,0
13131,0
13133,1
13135,0
13137,0
13139,0
13141,1
13143,1
13145,1
13147,1
13149,1
13151,1
13153,1
13155,0
13157,1
13159,1
13161,1
13163,0
13165,1
13167,1
13169,1
13171,0
13173,1
13175,1
13177,1
13179,1
13181,0
13183,1
13185,1
13187,1
13189,0
13191,0
13193,1
13195,1
13197,0
13199,0
13201,0
13205,1
13207,0
13209,1
13211,1
13213,1
13215,1
13217,1
13219,1
13221,1
13223,1
13225,1
13227,1
13229,1
13231,1
13233,1
13235,1
13237,1
13239,1
13241,1
13243,1
13245,1
13247,1
13249,0
13251,1
13253,1
13255,1
13257,0
13259,1
13261,0
13263,1
13267,1
13269,0
13271,0
13273,0
13275,1
13277,0
13279,0
13281,0
13283,1
13285,0
13287,1
13289,0
13291,1
13293,0
13295,1
13297,1
13299,1
13301,1
13303,1
13305,1
13307,1
13309,0
13311,1
13313,0
13315,0
13317,1
13319,0
13321,1
15001,1
15003,1
15007,0
15009,0
16001,1
16003,0
16005,1
16007,0
16009,0
16011,0
16013,1
16015,0
16017,0
16019,1
16021,1
16023,0
16025,1
16027,1
16029,1
16031,1
16035,1
16037,1
16039,1
16041,1
16043,0
16045,1
16047,1
16049,1
16051,0
16053,0
16055,1
16057,0
16059,1
16061,1
16063,0
16065,1
16067,1
16069,1
16071,1
16073,0
16075,0
16077,1
16079,0
16081,0
16083,1
16085,1
16087,1
17001,0
17003,1
17005,1
17007,1
17009,1
17011,1
17013,0
17015,1
17017,1
17019,1
17021,1
17023,1
17025,1
17027,1
17029,0
17031,1
17033,1
17035,1
17037,0
17039,1
17041,1
17043,0
17045,0
17047,0
17049,1
17051,1
17053,1
