Fips,Target
18061,0
18069,0
18091,1
18169,0
18181,0
18073,0
18075,0
18101,0
18127,1
18145,0
18137,0
18147,0
18153,0
18159,0
18157,1
18167,1
18173,1
18057,1
18033,0
18087,0
18005,1
18139,0
18011,0
18049,0
18089,1
18107,0
18113,0
18001,0
18019,1
18041,0
18021,0
18063,1
18037,1
18047,0
18053,1
18059,1
18071,0
18067,1
18119,0
18121,0
18135,0
18183,0
18007,0
18013,0
18023,0
18133,0
18161,0
18175,0
18027,0
18029,0
18065,0
18083,1
18093,0
18095,1
18123,0
18125,0
18131,0
18129,0
18151,0
18171,0
18165,0
18179,0
18003,1
18031,0
18035,1
18043,1
18077,0
18079,0
18081,1
18103,0
18109,0
18051,0
18111,0
18117,0
18141,1
18085,1
18099,0
18155,0
18163,1
18009,0
18015,0
18143,0
18105,1
18045,0
18039,1
18149,0
18025,0
18017,0
18055,0
18097,1
18115,0
18177,1
