Fips,Target
17067,0
17119,1
17131,0
17063,0
17091,0
17043,1
17177,0
17071,0
17167,1
17003,0
17129,0
17157,0
17099,0
17031,1
17141,0
17115,1
17137,0
17191,0
17193,0
17203,0
17055,0
17139,0
17151,0
17173,0
17019,1
17109,0
17111,1
17113,1
17145,0
17149,0
17161,1
17163,1
17185,0
17013,0
17035,0
17093,0
17101,0
17085,0
17053,0
17089,1
17009,0
17121,0
17125,0
17123,0
17021,0
17075,0
17059,0
17025,0
17077,0
17133,0
17143,1
17175,0
17181,0
17147,0
17153,0
17169,0
17045,0
17005,0
17007,0
17011,0
17015,0
17033,0
17155,0
17103,0
17117,0
17159,0
17165,0
17135,0
17195,0
17001,1
17029,0
17083,0
17039,0
17051,0
17107,0
17189,0
17027,0
17037,0
17047,0
17079,0
17081,0
17183,1
17197,1
17023,0
17041,0
17199,1
17049,1
17057,0
17061,0
17065,0
17069,0
17073,0
17087,0
17095,0
17105,0
17127,0
17171,0
17017,0
17187,0
17201,1
17179,1
17097,1
