Fips,Target
39105,0
39159,1
39131,0
39061,1
39021,0
39057,1
39125,0
39127,0
39161,0
39001,0
39023,0
39133,0
39107,0
39007,0
39049,1
39087,0
39101,0
39115,0
39157,0
39169,1
39175,0
39015,0
39017,1
39043,0
39139,0
39067,0
39083,0
39089,0
39163,0
39019,0
39025,1
39063,1
39039,0
39045,0
39071,0
39069,0
39081,0
39137,0
39013,1
39027,0
39047,0
39129,0
39091,0
39097,1
39153,1
39119,0
39143,0
39149,1
39167,0
39171,0
39011,1
39029,0
39037,0
39123,0
39065,0
39079,0
39053,0
39051,0
39009,0
39145,0
39103,1
39095,1
39077,0
39099,1
39117,0
39121,0
39135,0
39151,1
39003,1
39147,0
39031,0
39033,0
39041,1
39055,0
39059,0
39073,0
39085,1
39141,0
39035,1
39075,0
39093,1
39109,0
39111,0
39113,1
39155,1
39165,1
39005,0
39173,1
